"AvailabilityZone","InstanceType","Price","ProductDescription","Timestamp"
"eu-west-2b","t2.2xlarge","0.126700","Linux/UNIX","5/30/19 6:52:20 PM"
"eu-west-2a","t2.2xlarge","0.126700","Linux/UNIX","5/30/19 6:52:20 PM"
"eu-west-2c","t2.2xlarge","0.126700","Linux/UNIX","5/30/19 6:52:20 PM"
"eu-west-2b","t2.2xlarge","0.188700","Windows","5/30/19 6:52:20 PM"
"eu-west-2a","t2.2xlarge","0.188700","Windows","5/30/19 6:52:20 PM"
"eu-west-2c","t2.2xlarge","0.188700","Windows","5/30/19 6:52:20 PM"
"eu-west-2b","m4.16xlarge","3.949400","Windows","5/30/19 6:51:34 PM"
"eu-west-2a","m4.16xlarge","3.949400","Windows","5/30/19 6:51:34 PM"
"eu-west-2c","m4.16xlarge","3.949400","Windows","5/30/19 6:51:34 PM"
"eu-west-2b","m4.16xlarge","1.005400","Linux/UNIX","5/30/19 6:51:34 PM"
"eu-west-2a","m4.16xlarge","1.005400","Linux/UNIX","5/30/19 6:51:34 PM"
"eu-west-2c","m4.16xlarge","1.005400","Linux/UNIX","5/30/19 6:51:34 PM"
"eu-west-2a","g3.16xlarge","4.945200","Windows","5/30/19 6:49:50 PM"
"eu-west-2b","c5d.18xlarge","1.144700","Linux/UNIX","5/30/19 6:49:44 PM"
"eu-west-2b","c5d.18xlarge","4.443100","Windows","5/30/19 6:43:42 PM"
"eu-west-2a","c5d.18xlarge","4.443100","Windows","5/30/19 6:43:42 PM"
"eu-west-2c","c5d.18xlarge","4.443100","Windows","5/30/19 6:43:42 PM"
"eu-west-2b","c5d.18xlarge","1.145900","Linux/UNIX","5/30/19 6:43:42 PM"
"eu-west-2a","c5d.18xlarge","1.131100","Linux/UNIX","5/30/19 6:43:42 PM"
"eu-west-2c","c5d.18xlarge","1.131100","Linux/UNIX","5/30/19 6:43:42 PM"
"eu-west-2b","r5d.12xlarge","0.829500","Linux/UNIX","5/30/19 6:36:38 PM"
"eu-west-2b","r5.12xlarge","0.849700","Linux/UNIX","5/30/19 6:33:02 PM"
"eu-west-2b","m5d.metal","2.376800","Linux/UNIX","5/30/19 6:32:26 PM"
"eu-west-2a","g3s.xlarge","0.595800","Windows","5/30/19 6:16:17 PM"
"eu-west-2b","c5d.large","0.123400","Windows","5/30/19 5:52:55 PM"
"eu-west-2a","c5d.large","0.123400","Windows","5/30/19 5:52:55 PM"
"eu-west-2c","c5d.large","0.123400","Windows","5/30/19 5:52:55 PM"
"eu-west-2b","r5d.4xlarge","1.012500","Windows","5/30/19 5:52:30 PM"
"eu-west-2a","r5d.4xlarge","1.012500","Windows","5/30/19 5:52:30 PM"
"eu-west-2c","r5d.4xlarge","1.012500","Windows","5/30/19 5:52:30 PM"
"eu-west-2b","r5d.4xlarge","0.281000","Linux/UNIX","5/30/19 5:52:30 PM"
"eu-west-2a","r5d.4xlarge","0.276500","Linux/UNIX","5/30/19 5:52:30 PM"
"eu-west-2c","r5d.4xlarge","0.276500","Linux/UNIX","5/30/19 5:52:30 PM"
"eu-west-2b","c5d.large","0.031400","Linux/UNIX","5/30/19 5:52:20 PM"
"eu-west-2a","c5d.large","0.031400","Linux/UNIX","5/30/19 5:52:20 PM"
"eu-west-2c","c5d.large","0.031400","Linux/UNIX","5/30/19 5:52:20 PM"
"eu-west-2b","m4.large","0.031400","Linux/UNIX","5/30/19 5:51:34 PM"
"eu-west-2a","m4.large","0.031400","Linux/UNIX","5/30/19 5:51:34 PM"
"eu-west-2c","m4.large","0.031600","Linux/UNIX","5/30/19 5:51:34 PM"
"eu-west-2b","m4.large","0.123400","Windows","5/30/19 5:51:34 PM"
"eu-west-2a","m4.large","0.123400","Windows","5/30/19 5:51:34 PM"
"eu-west-2c","m4.large","0.123400","Windows","5/30/19 5:51:34 PM"
"eu-west-2b","m5d.metal","6.923700","Windows","5/30/19 5:09:29 PM"
"eu-west-2b","g3s.xlarge","0.315800","Linux/UNIX","5/30/19 5:09:22 PM"
"eu-west-2b","c5.18xlarge","1.263300","Linux/UNIX","5/30/19 5:09:21 PM"
"eu-west-2a","g3.8xlarge","1.024200","Linux/UNIX","5/30/19 5:09:12 PM"
"eu-west-2b","c5d.9xlarge","0.571900","Linux/UNIX","5/30/19 5:08:47 PM"
"eu-west-2b","c4.xlarge","0.243800","Windows","5/30/19 4:52:30 PM"
"eu-west-2a","c4.xlarge","0.243800","Windows","5/30/19 4:52:30 PM"
"eu-west-2c","c4.xlarge","0.243800","Windows","5/30/19 4:52:30 PM"
"eu-west-2b","c4.xlarge","0.059800","Linux/UNIX","5/30/19 4:52:30 PM"
"eu-west-2a","c4.xlarge","0.059800","Linux/UNIX","5/30/19 4:52:30 PM"
"eu-west-2c","c4.xlarge","0.059800","Linux/UNIX","5/30/19 4:52:30 PM"
"eu-west-2b","i3.4xlarge","1.448000","Linux/UNIX","5/30/19 4:51:33 PM"
"eu-west-2a","i3.4xlarge","0.434400","Linux/UNIX","5/30/19 4:51:33 PM"
"eu-west-2c","i3.4xlarge","0.434400","Linux/UNIX","5/30/19 4:51:33 PM"
"eu-west-2b","i3.4xlarge","2.184000","Windows","5/30/19 4:51:33 PM"
"eu-west-2a","i3.4xlarge","1.170400","Windows","5/30/19 4:51:33 PM"
"eu-west-2c","i3.4xlarge","1.170400","Windows","5/30/19 4:51:33 PM"
"eu-west-2b","g3.4xlarge","0.520100","Linux/UNIX","5/30/19 4:36:15 PM"
"eu-west-2b","m5.24xlarge","1.982300","Linux/UNIX","5/30/19 4:35:39 PM"
"eu-west-2b","t3.xlarge","0.061100","Linux/UNIX","5/30/19 4:02:43 PM"
"eu-west-2b","r5d.4xlarge","1.012500","Windows","5/30/19 3:53:19 PM"
"eu-west-2a","r5d.4xlarge","1.012500","Windows","5/30/19 3:53:19 PM"
"eu-west-2c","r5d.4xlarge","1.012500","Windows","5/30/19 3:53:19 PM"
"eu-west-2b","d2.2xlarge","0.463200","Linux/UNIX","5/30/19 3:52:53 PM"
"eu-west-2a","d2.2xlarge","0.463200","Linux/UNIX","5/30/19 3:52:53 PM"
"eu-west-2c","d2.2xlarge","0.463200","Linux/UNIX","5/30/19 3:52:53 PM"
"eu-west-2b","d2.2xlarge","0.831200","Windows","5/30/19 3:52:53 PM"
"eu-west-2a","d2.2xlarge","0.831200","Windows","5/30/19 3:52:53 PM"
"eu-west-2c","d2.2xlarge","0.831200","Windows","5/30/19 3:52:53 PM"
"eu-west-2b","c5.18xlarge","4.443100","Windows","5/30/19 3:52:48 PM"
"eu-west-2a","c5.18xlarge","4.443100","Windows","5/30/19 3:52:48 PM"
"eu-west-2c","c5.18xlarge","4.443100","Windows","5/30/19 3:52:48 PM"
"eu-west-2b","m5d.12xlarge","0.791800","Linux/UNIX","5/30/19 3:52:41 PM"
"eu-west-2a","m5d.12xlarge","0.791800","Linux/UNIX","5/30/19 3:52:41 PM"
"eu-west-2c","m5d.12xlarge","0.791800","Linux/UNIX","5/30/19 3:52:41 PM"
"eu-west-2b","m5d.12xlarge","2.999800","Windows","5/30/19 3:52:35 PM"
